ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
9896218,HX546620,12/17/2014 09:00:00 PM,051XX W WOLFRAM ST,0810,THEFT,OVER $500,DRIVEWAY - RESIDENTIAL,false,false,2521,025,31,19,06,1141822,1918429,2014,12/24/2014 12:48:14 PM,41.932236554,-87.754240476,"(41.932236554, -87.754240476)"
9898109,HX548208,12/17/2014 09:00:00 PM,047XX W PALMER ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2522,025,31,19,14,1144332,1914245,2014,12/24/2014 12:48:14 PM,41.920708353,-87.745121917,"(41.920708353, -87.745121917)"
9896090,HX546489,12/17/2014 09:00:00 PM,077XX S COLES AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0421,004,7,43,14,1196779,1854531,2014,12/24/2014 12:48:14 PM,41.755702417,-87.554413368,"(41.755702417, -87.554413368)"
9896245,HX546520,12/17/2014 09:00:00 PM,021XX S CHINA PL,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,false,false,0914,009,25,34,05,1174495,1890031,2014,12/24/2014 12:48:14 PM,41.85364252,-87.635021152,"(41.85364252, -87.635021152)"
9896636,HX546837,12/17/2014 09:00:00 PM,041XX N MOZART ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1724,017,33,16,14,1156679,1927381,2014,12/24/2014 12:48:14 PM,41.956513094,-87.699399302,"(41.956513094, -87.699399302)"
9895856,HX546227,12/17/2014 09:00:00 PM,055XX N DELPHIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,1614,016,41,76,08B,1118013,1935675,2014,12/24/2014 12:48:14 PM,41.979969737,-87.841373709,"(41.979969737, -87.841373709)"
9896897,HX547000,12/17/2014 09:00:00 PM,005XX W 111TH ST,0610,BURGLARY,FORCIBLE ENTRY,CONVENIENCE STORE,false,false,2233,022,34,49,05,1174561,1831242,2014,12/24/2014 12:48:14 PM,41.692317369,-87.636527164,"(41.692317369, -87.636527164)"
9895844,HX546259,12/17/2014 09:00:00 PM,008XX E 79TH ST,2020,NARCOTICS,POSS: AMPHETAMINES,STREET,true,false,0624,006,6,69,18,1183324,1852850,2014,12/24/2014 12:48:14 PM,41.751413288,-87.603774274,"(41.751413288, -87.603774274)"
9897055,HX547251,12/17/2014 09:00:00 PM,012XX W JARVIS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,2423,024,49,1,14,1166232,1949139,2014,12/24/2014 12:48:14 PM,42.016018351,-87.663654582,"(42.016018351, -87.663654582)"
9895838,HX546226,12/17/2014 08:50:00 PM,012XX W 87TH ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0613,006,21,71,06,1169809,1847138,2014,12/24/2014 12:48:14 PM,41.736042578,-87.653465441,"(41.736042578, -87.653465441)"
